"","word","type"
"6723","몹시 거칠게","negative"
"6724","몹시 거칠고","negative"
"6725","몹시 거칠다","negative"
"6726","몹시 거칠어","negative"
"6727","몹시 겁을","negative"
"6728","몹시 게으름을","negative"
"6729","몹시 경망스럽게","negative"
"6730","몹시 고단하다","negative"
"6731","몹시 고단하여","negative"
"6732","몹시 고생스러운","negative"
"6733","몹시 고통을","negative"
"6734","몹시 괴로운","negative"
"6735","몹시 괴롭고","negative"
"6736","몹시 괴롭다","negative"
"6737","몹시 괴롭히거나","negative"
"6738","몹시 구속하다","negative"
"6739","몹시 군색함","negative"
"6740","몹시 군소리를","negative"
"6741","몹시 굳은","negative"
"6742","몹시 굼뜨고","negative"
"6743","몹시 궁하고","negative"
"6744","몹시 귀찮게","negative"
"6745","몹시 귀찮아하도록","negative"
"6746","몹시 긴장하거나","negative"
"6747","몹시 까불어서","negative"
"6748","몹시 까칠하다","negative"
"6749","몹시 꺼불다","negative"
"6750","몹시 꺼칠하다","negative"
"6751","몹시 난처하거나","negative"
"6752","몹시 낡고","negative"
"6753","몹시 노엽거나","negative"
"6754","몹시 노하여","negative"
"6755","몹시 놀라","negative"
"6756","몹시 놀라거나","negative"
"6757","몹시 느리고","negative"
"6758","몹시 답답하고","negative"
"6759","몹시 답답한","negative"
"6760","몹시 더듬는","negative"
"6761","몹시 더러운","negative"
"6762","몹시 더러워진","negative"
"6763","몹시 더럽고","negative"
"6764","몹시 더럽다","negative"
"6765","몹시 더운","negative"
"6766","몹시 두려워서","negative"
"6767","몹시 두렵고","negative"
"6768","몹시 뒤엉키어","negative"
"6769","몹시 딱하고","negative"
"6770","몹시 뜨거운","negative"
"6771","몹시 뜨겁다","negative"
"6772","몹시 멋없이","negative"
"6773","몹시 메스꺼워","negative"
"6774","몹시 못마땅하거나","negative"
"6775","몹시 못살게","negative"
"6776","몹시 무덥고","negative"
"6777","몹시 무서운","negative"
"6778","몹시 무섭거나","negative"
"6779","몹시 무질서하게","negative"
"6780","몹시 미련하거나","negative"
"6781","몹시 미련하고","negative"
"6782","몹시 미련한","negative"
"6783","몹시 미움을","negative"
"6784","몹시 바쁘게","negative"
"6785","몹시 버릇없이","negative"
"6786","몹시 분하거나","negative"
"6787","몹시 분하고","negative"
"6788","몹시 분하여","negative"
"6789","몹시 불평스럽게","negative"
"6790","몹시 비굴하게","negative"
"6791","몹시 사나운","negative"
"6792","몹시 사납다","negative"
"6793","몹시 살기","negative"
"6794","몹시 상하다","negative"
"6795","몹시 상한","negative"
"6796","몹시 상함","negative"
"6797","몹시 샐그러뜨리며","negative"
"6798","몹시 샘바르고","negative"
"6799","몹시 서두르며","negative"
"6800","몹시 성을","negative"
"6801","몹시 소란하고","negative"
"6802","몹시 소모되어","negative"
"6803","몹시 수척하다","negative"
"6804","몹시 쉬거나","negative"
"6805","몹시 슬퍼하면서","negative"
"6806","몹시 슬프게","negative"
"6807","몹시 슬프고","negative"
"6808","몹시 시끄럽고","negative"
"6809","몹시 시끄럽다","negative"
"6810","몹시 시들한","negative"
"6811","몹시 시장하거나","negative"
"6812","몹시 시큰둥한","negative"
"6813","몹시 싫어하는","negative"
"6814","몹시 싫어하여","negative"
"6815","몹시 싫어함을","negative"
"6816","몹시 심하게","negative"
"6817","몹시 심하여","negative"
"6818","몹시 심한","negative"
"6819","몹시 싱겁게","negative"
"6820","몹시 싸늘한","negative"
"6821","몹시 쑤시고","negative"
"6822","몹시 쓰리고","negative"
"6823","몹시 씁쓰레하게","negative"
"6824","몹시 아니꼽다","negative"
"6825","몹시 아리고","negative"
"6826","몹시 아쉽다","negative"
"6827","몹시 아프거나","negative"
"6828","몹시 아프게","negative"
"6829","몹시 아프고","negative"
"6830","몹시 아픈","negative"
"6831","몹시 악독하게","negative"
"6832","몹시 악한","negative"
"6833","몹시 안타깝게","negative"
"6834","몹시 앓는","negative"
"6835","몹시 앓다","negative"
"6836","몹시 앓음","negative"
"6837","몹시 암상스럽게","negative"
"6838","몹시 애를","negative"
"6839","몹시 애쓰다","negative"
"6840","몹시 야위고","negative"
"6841","몹시 야윈","negative"
"6842","몹시 약하여지는","negative"
"6843","몹시 어긋나고","negative"
"6844","몹시 어려운","negative"
"6845","몹시 어색하거나","negative"
"6846","몹시 어수선하게","negative"
"6847","몹시 어수선하다","negative"
"6848","몹시 어수선한","negative"
"6849","몹시 어지러워","negative"
"6850","몹시 어지럽고","negative"
"6851","몹시 억누르는","negative"
"6852","몹시 억누르다","negative"
"6853","몹시 억울하거나","negative"
"6854","몹시 언짢거나","negative"
"6855","몹시 얼떨떨하다","negative"
"6856","몹시 얽은","negative"
"6857","몹시 여윈","negative"
"6858","몹시 외로워하다","negative"
"6859","몹시 요망스럽게","negative"
"6860","몹시 우물거리며","negative"
"6861","몹시 우물쭈물하는","negative"
"6862","몹시 우직스럽게","negative"
"6863","몹시 울렁거리는","negative"
"6864","몹시 울렁거리다","negative"
"6865","몹시 원망스럽고","negative"
"6866","몹시 원망하듯","negative"
"6867","몹시 위태로움","negative"
"6868","몹시 자지러지게","negative"
"6869","몹시 지저분하게","negative"
"6870","몹시 지쳐","negative"
"6871","몹시 지쳐서","negative"
"6872","몹시 지치거나","negative"
"6873","몹시 지친","negative"
"6874","몹시 찡그리다","negative"
"6875","몹시 참혹함을","negative"
"6876","몹시 초라하다","negative"
"6877","몹시 취하여","negative"
"6878","몹시 침침해지다","negative"
"6879","몹시 탄식하다","negative"
"6880","몹시 피곤하거나","negative"
"6881","몹시 피로하여","negative"
"6882","몹시 하찮고","negative"
"6883","몹시 해지거나","negative"
"6884","몹시 허둥거리는","negative"
"6885","몹시 허약할","negative"
"6886","몹시 허약해진","negative"
"6887","몹시 허전하다","negative"
"6888","몹시 허전한","negative"
"6889","몹시 호된","negative"
"6890","몹시 화가","negative"
"6891","몹시 화나게","negative"
"6892","몹시 화를","negative"
"6893","몹시 흉악하게","negative"
"6894","몹시 흉악하다","negative"
"6895","몹시 흉악한","negative"
"6896","몹시 흉악함","negative"
"6897","몹시 흉하거나","negative"
"6898","몹시 흐려지다","negative"
"6899","몹시 흐리멍덩하게","negative"
"6900","몹시 흥분하거나","negative"
"6901","몹시 힘겹게","negative"
"6902","몹시 힘들거나","negative"
"6903","몹쓸","negative"
"6904","몹쓸 행동을","negative"
"6905","못 견디게","negative"
"6906","못 견디다","negative"
"6907","못 되다","negative"
"6908","못 되도록","negative"
"6909","못나게","negative"
"6910","못나고","negative"
"6911","못난","negative"
"6912","못난 사람","negative"
"6913","못난 사람을","negative"
"6914","못난 사람의","negative"
"6915","못난 수단","negative"
"6916","못난 짓","negative"
"6917","못난이","negative"
"6918","못남","negative"
"6919","못났다","negative"
"6920","못되게","negative"
"6921","못되게 굴어","negative"
"6922","못된","negative"
"6923","못된 꾀","negative"
"6924","못된 꾀로","negative"
"6925","못된 사람을","negative"
"6926","못된 사람이나","negative"
"6927","못된 성품을","negative"
"6928","못된 일에","negative"
"6929","못된 일을","negative"
"6930","못된 입","negative"
"6931","못된 장난을","negative"
"6932","못된 짓","negative"
"6933","못된 짓을","negative"
"6934","못마땅하거나","negative"
"6935","못마땅하게","negative"
"6936","못마땅하게 노려보다","negative"
"6937","못마땅하게 여겨","negative"
"6938","못마땅하게 여기는","negative"
"6939","못마땅하게 여기다","negative"
"6940","못마땅하게 여기어","negative"
"6941","못마땅하게 여김","negative"
"6942","못마땅하게 여김을","negative"
"6943","못마땅하다","negative"
"6944","못마땅하며","negative"
"6945","못마땅하여","negative"
"6946","못마땅하여 군소리를","negative"
"6947","못마땅하여 기분이","negative"
"6948","못마땅하여 시들하다","negative"
"6949","못마땅하여서 내는","negative"
"6950","못마땅한","negative"
"6951","못마땅한 것을","negative"
"6952","못마땅한 것이","negative"
"6953","못마땅한 사람이나","negative"
"6954","못마땅할","negative"
"6955","못마땅할 때","negative"
"6956","못마땅할 때에","negative"
"6957","못마땅해하면서","negative"
"6958","못살게","negative"
"6959","못살게 구는","negative"
"6960","못살게 군다는","negative"
"6961","못살게 굴거나","negative"
"6962","못살게 굴다","negative"
"6963","못살게 굴며","negative"
"6964","못생겨서","negative"
"6965","못생겨서 흉하게","negative"
"6966","못생겼다","negative"
"6967","못생기다","negative"
"6968","못생김","negative"
"6969","못하거나","negative"
"6970","못하게","negative"
"6971","못하게 되다","negative"
"6972","못하게 망치다","negative"
"6973","못하게 방해하다","negative"
"6974","못하게 하다","negative"
"6975","못하겠다고","negative"
"6976","못하겠다고 버티다","negative"
"6977","못하고","negative"
"6978","못하고 나쁘다","negative"
"6979","못하고 몸져눕는","negative"
"6980","못하고 실없이","negative"
"6981","못하고 어물어물하다","negative"
"6982","못하고 엉성하고","negative"
"6983","못하고 쪼들리게","negative"
"6984","못하고 허술한","negative"
"6985","못하는 결점","negative"
"6986","못하는 상태가","negative"
"6987","못하다","negative"
"6988","못하도록 억지로","negative"
"6989","못하여 당하다","negative"
"6990","못하여 안타깝다","negative"
"6991","못하여 어수선하고","negative"
"6992","못한 데가","negative"
"6993","못한 상태이다","negative"
"6994","못한 형편을","negative"
"6995","몽땅 빼앗거나","negative"
"6996","몽땅 없애다","negative"
"6997","무가치하고","negative"
"6998","무가치하고 무의미하게","negative"
"6999","무거운 걸음으로","negative"
"7000","무거운 기운이","negative"
"7001","무거운 발걸음으로","negative"
"7002","무거운 분위기나","negative"
"7003","무겁고 투박하다","negative"
"7004","무관심하다","negative"
"7005","무기력","negative"
"7006","무기력한","negative"
"7007","무너뜨리다","negative"
"7008","무너지게","negative"
"7009","무너지게 하다","negative"
"7010","무너지는","negative"
"7011","무너지는 소리가","negative"
"7012","무너지다","negative"
"7013","무너짐","negative"
"7014","무뇌충","negative"
"7015","무단 결석","negative"
"7016","무단결석","negative"
"7017","무더위로","negative"
"7018","무디다","negative"
"7019","무례하다","negative"
"7020","무례한","negative"
"7021","무례한 것으로","negative"
"7022","무례한 데가","negative"
"7023","무례한 사람을","negative"
"7024","무례함","negative"
"7025","무분별한","negative"
"7026","무서운","negative"
"7027","무서운 꿈에","negative"
"7028","무서운 느낌이","negative"
"7029","무서운 말이나","negative"
"7030","무서운 사람","negative"
"7031","무서울","negative"
"7032","무서울 정도로","negative"
"7033","무서움","negative"
"7034","무서움 때문에","negative"
"7035","무서움을","negative"
"7036","무서움을 느낄","negative"
"7037","무서워","negative"
"7038","무서워서","negative"
"7039","무서워서 간신히","negative"
"7040","무서워서 지르는","negative"
"7041","무서워하는","negative"
"7042","무서워하는 증상","negative"
"7043","무서워하여","negative"
"7044","무섭거나","negative"
"7045","무섭거나 놀라서","negative"
"7046","무섭거나 두려운","negative"
"7047","무섭거나 아파서","negative"
"7048","무섭거나 징그러울","negative"
"7049","무섭거나 차가움을","negative"
"7050","무섭거나 추워서","negative"
"7051","무섭고","negative"
"7052","무섭고 끔찍하다","negative"
"7053","무섭고 끔찍한","negative"
"7054","무섭고 두려워서","negative"
"7055","무섭기까지","negative"
"7056","무섭다","negative"
"7057","무시당하다","negative"
"7058","무안을","negative"
"7059","무안을 당하거나","negative"
"7060","무안을 당하다","negative"
"7061","무안하거나","negative"
"7062","무안하고","negative"
"7063","무안하고 부끄럽게","negative"
"7064","무안하고 부끄럽다","negative"
"7065","무엇을 보고도 제대로 알지 못하는 사람","negative"
"7066","무엇을 잃거나","negative"
"7067","무의미하게","negative"
"7068","무의미하다","negative"
"7069","무의하다","negative"
"7070","무자비하다","negative"
"7071","무정한","negative"
"7072","무정한 행동이나","negative"
"7073","무지하고","negative"
"7074","무지하고 포악하며","negative"
"7075","무지하고 하찮은","negative"
"7076","무질서하게","negative"
"7077","무질서하게 고부라져","negative"
"7078","무질서하게 몰려드는","negative"
"7079","무질서하게 부러지거나","negative"
"7080","무질서하게 일어나는","negative"
"7081","무질서하고","negative"
"7082","무질서한","negative"
"7083","무질서한 정치","negative"
"7084","무책임","negative"
"7085","무책임하다","negative"
"7086","문란하게","negative"
"7087","물건을 훔쳐","negative"
"7088","물건을 훔치려고","negative"
"7089","물건을 훔친다는","negative"
"7090","뭐서워서 자꾸","negative"
"7091","미개하여","negative"
"7092","미개한","negative"
"7093","미덥지 못하게","negative"
"7094","미덥지 못하다","negative"
"7095","미덥지 못한","negative"
"7096","미덥지 못한 행동을","negative"
"7097","미덥지 아니하고","negative"
"7098","미덥지 아니한","negative"
"7099","미덥지 않은","negative"
"7100","미련이","negative"
"7101","미련이 남아","negative"
"7102","미련하거나","negative"
"7103","미련하고","negative"
"7104","미련하고 험상궃은","negative"
"7105","미련하다","negative"
"7106","미련하여","negative"
"7107","미련한","negative"
"7108","미련한 데가","negative"
"7109","미련한 사람을","negative"
"7110","미안하고 딱하게","negative"
"7111","미안하고 딱하다","negative"
"7112","미안하여 어색하다","negative"
"7113","미운","negative"
"7114","미운 듯한","negative"
"7115","미운 듯한 데가","negative"
"7116","미운 사람을","negative"
"7117","미운 얼굴이나","negative"
"7118","미운 짓을","negative"
"7119","미움을","negative"
"7120","미움을 받을","negative"
"7121","미움을 받을 만한","negative"
"7122","미워하고","negative"
"7123","미워하고 깎아내리려","negative"
"7124","미워하고 꺼림","negative"
"7125","미워하는","negative"
"7126","미워하는 감정","negative"
"7127","미워하는 기색","negative"
"7128","미워하는 마음","negative"
"7129","미워하는 생각이나","negative"
"7130","미워하다","negative"
"7131","미워할","negative"
"7132","미워함","negative"
"7133","미워함을","negative"
"7134","미워함을 이르는","negative"
"7135","미워해","negative"
"7136","미천한","negative"
"7137","미천한 사람을","negative"
"7138","미치겠다","negative"
"7139","미친","negative"
"7140","미친 사람처럼","negative"
"7141","미친 증세가","negative"
"7142","미혹한","negative"
"7143","미혹한 마음","negative"
"7144","믿지 못하는","negative"
"7145","믿지 못하다","negative"
"7146","믿지 못할","negative"
"7147","믿지 아니하거나","negative"
"7148","밉게","negative"
"7149","밉게 노는","negative"
"7150","밉게 보이는","negative"
"7151","밉게 생긴","negative"
"7152","밉게 여기거나","negative"
"7153","밉게 여기는","negative"
"7154","밉다","negative"
"7155","밉살스러운","negative"
"7156","밉살스러운 데가","negative"
"7157","밉살스럽게","negative"
"7158","밉살스럽게 달라붙어","negative"
"7159","밉살스럽게 이리저리로","negative"
"7160","밉살스럽게 재깔이며","negative"
"7161","밉살스럽게 지껄이며","negative"
"7162","밉살스럽고","negative"
"7163","밉살스럽고 짓궃게","negative"
"7164","바보","negative"
"7165","박탈되고","negative"
"7166","박탈되어","negative"
"7167","박탈하고","negative"
"7168","박탈하다","negative"
"7169","박탈하여","negative"
"7170","박할","negative"
"7171","박할하다","negative"
"7172","반기지 않는","negative"
"7173","반대하거나","negative"
"7174","반대하다","negative"
"7175","반란","negative"
"7176","반반하게","negative"
"7177","반반하게 생긴","negative"
"7178","반발하다","negative"
"7179","반신불수가","negative"
"7180","반신불수가 되는","negative"
"7181","반역","negative"
"7182","반역을","negative"
"7183","반역을 꾀함","negative"
"7184","반항하다","negative"
"7185","반항하려는","negative"
"7186","반항하려는 말이나","negative"
"7187","반항하여","negative"
"7188","받는 괴로움","negative"
"7189","받는 벌","negative"
"7190","받는 재앙","negative"
"7191","받는 해","negative"
"7192","받아들여지지 않고","negative"
"7193","받아들이기는커녕","negative"
"7194","받아들이지 않고","negative"
"7195","발기 불능","negative"
"7196","발끈 성을","negative"
"7197","발끈대다","negative"
"7198","발육이 장애를","negative"
"7199","발작","negative"
"7200","밥이나 축내는","negative"
"7201","방정","negative"
"7202","방정맞게","negative"
"7203","방정맞게 계속","negative"
"7204","방정맞게 까불거나","negative"
"7205","방정맞게 까불며","negative"
"7206","방정맞게 오몰거리며","negative"
"7207","방정맞게 움직이거나","negative"
"7208","방정맞게 움직이며","negative"
"7209","방정맞게 행동하다","negative"
"7210","방정맞고","negative"
"7211","방정맞은","negative"
"7212","방정맞은 사람을","negative"
"7213","방정을 떠는","negative"
"7214","방정을 떨다","negative"
"7215","방탕하게","negative"
"7216","방탕하게 놀기를","negative"
"7217","방탕하게 놀아나는","negative"
"7218","방탕하고","negative"
"7219","방탕한","negative"
"7220","방탕한 기질","negative"
"7221","방탕한 짓을","negative"
"7222","방해가","negative"
"7223","방해가 되거나","negative"
"7224","방해가 되는","negative"
"7225","방해가 되다","negative"
"7226","방해하거나","negative"
"7227","방해하거나 막다","negative"
"7228","방해하는","negative"
"7229","방해하는 악업을","negative"
"7230","방해하는 조건","negative"
"7231","방해하는 짓","negative"
"7232","방해하는 짓을","negative"
"7233","방해하다","negative"
"7234","방해하던","negative"
"7235","방해하던 일","negative"
"7236","방해하여","negative"
"7237","방해함","negative"
"7238","배를 곯다","negative"
"7239","배반하다","negative"
"7240","배반함","negative"
"7241","배신하다","negative"
"7242","배신하여","negative"
"7243","배은망덕","negative"
"7244","배척되다","negative"
"7245","배척하다","negative"
"7246","배탈","negative"
"7247","버겁다","negative"
"7248","버그러져","negative"
"7249","버그러진","negative"
"7250","버그러진 데가","negative"
"7251","버그러진 모양","negative"
"7252","버려두어","negative"
"7253","버려지다","negative"
"7254","버릇없게","negative"
"7255","버릇없게 굴다","negative"
"7256","버릇없고","negative"
"7257","버릇없는","negative"
"7258","버릇없는 짓을","negative"
"7259","버릇없이","negative"
"7260","버릇없이","negative"
"7261","버릇없이 경솔하게","negative"
"7262","버릇없이 구는","negative"
"7263","버릇없이 구는 태도로","negative"
"7264","버릇없이 굴다","negative"
"7265","버릇없이 까부는","negative"
"7266","버릇없이 까불다","negative"
"7267","버릇없이 행동하는","negative"
"7268","버릇없이 행동하다","negative"
"7269","버릇없이 흔들거나","negative"
"7270","버릇이 없거나","negative"
"7271","버릇이 없다","negative"
"7272","버리다","negative"
"7273","버린다는","negative"
"7274","버젓하지 못하다","negative"
"7275","버티거나 반항하다","negative"
"7276","번거로운","negative"
"7277","번거로운 일을","negative"
"7278","번거롭게","negative"
"7279","번거롭게 굴어","negative"
"7280","번거롭다","negative"
"7281","벌","negative"
"7282","벌로","negative"
"7283","벌로 내는","negative"
"7284","벌받을","negative"
"7285","벌받을 일을","negative"
"7286","벌을 받다","negative"
"7287","범인","negative"
"7288","범죄","negative"
"7289","범죄 사실을","negative"
"7290","범죄 행위나","negative"
"7291","범죄로","negative"
"7292","범죄로 인해","negative"
"7293","범죄를","negative"
"7294","범죄를 저지르도록","negative"
"7295","범죄를 저지른","negative"
"7296","범죄를 한","negative"
"7297","범죄에","negative"
"7298","범죄에 가담시키거나","negative"
"7299","범죄에 의하여","negative"
"7300","범죄자들의","negative"
"7301","범죄적인","negative"
"7302","범죄적인 행위","negative"
"7303","법률에 위반되어","negative"
"7304","법을 위반한","negative"
"7305","벗어나 틀어지다","negative"
"7306","벼슬을 박탈하고","negative"
"7307","벼슬이 박탈되고","negative"
"7308","변변찮은","negative"
"7309","변변찮은 고통이나","negative"
"7310","변변치 못하거나","negative"
"7311","변변치 못한","negative"
"7312","변변하지 못하여","negative"
"7313","변변하지 못한","negative"
"7314","변사하다","negative"
"7315","볍신","negative"
"7316","병","negative"
"7317","병 따위로","negative"
"7318","병독","negative"
"7319","병독이 옮아","negative"
"7320","병든","negative"
"7321","병든 몸으로","negative"
"7322","병들거나","negative"
"7323","병들어","negative"
"7324","병세가","negative"
"7325","병세가 지독하여","negative"
"7326","병신이나","negative"
"7327","병신이나 다름없는","negative"
"7328","병에서","negative"
"7329","병으로","negative"
"7330","병으로 인하여","negative"
"7331","병을","negative"
"7332","병을 앓거나","negative"
"7333","병을 앓고","negative"
"7334","병을 앓는","negative"
"7335","병의 기운이","negative"
"7336","병이","negative"
"7337","병이 나거나","negative"
"7338","병이 나다","negative"
"7339","병이 나서","negative"
"7340","병이 남","negative"
"7341","병이 생겨","negative"
"7342","병이 잦음","negative"
"7343","병이나","negative"
"7344","병이나 과로","negative"
"7345","병이다","negative"
"7346","병적 상태","negative"
"7347","병적 증상","negative"
"7348","병적으로","negative"
"7349","병적으로 싫어하고","negative"
"7350","병적인","negative"
"7351","병적인 강박","negative"
"7352","병적인 증상","negative"
"7353","병증","negative"
"7354","병증으로","negative"
"7355","병증을","negative"
"7356","보기 거북하다","negative"
"7357","보기 사납게","negative"
"7358","보기 싫게","negative"
"7359","보기 흉하게","negative"
"7360","보기 흉할","negative"
"7361","보기에 가량맞고","negative"
"7362","보기에 가엾고","negative"
"7363","보기에 딱하여","negative"
"7364","보기에 무정한","negative"
"7365","보기에 무지하고","negative"
"7366","보기에 미련하고","negative"
"7367","보기에 부끄러운","negative"
"7368","보기에 싫다","negative"
"7369","보기에 싫은","negative"
"7370","보기에 야멸치고","negative"
"7371","보기에 언짢거나","negative"
"7372","보기에 언짢을","negative"
"7373","보기에 욕심이","negative"
"7374","보기에 짜증이","negative"
"7375","보기에 천하고","negative"
"7376","보기에 흉하다","negative"
"7377","보잘것없거나","negative"
"7378","보잘것없거나 하찮은","negative"
"7379","보잘것없고","negative"
"7380","보잘것없는","negative"
"7381","보잘것없는 솜씨와","negative"
"7382","보잘것없다","negative"
"7383","보잘것없음","negative"
"7384","보잘것없이","negative"
"7385","보잘것없이 되고","negative"
"7386","보잘것없이 되다","negative"
"7387","보잘것없이 작다","negative"
"7388","복잡하거나 엄격하여","negative"
"7389","복통을","negative"
"7390","복통을 일으키는","negative"
"7391","볼것이 없다","negative"
"7392","볼쌍사납게","negative"
"7393","볼썽사납게","negative"
"7394","볼품없이","negative"
"7395","볼품없이 된","negative"
"7396","볼품없이 떠는","negative"
"7397","볼품없이 떨다","negative"
"7398","볼품없이 흐트러지고","negative"
"7399","볼품이 없거나","negative"
"7400","봉변","negative"
"7401","봉변을 당하거나","negative"
"7402","부담","negative"
"7403","부담스러운","negative"
"7404","부담스럽다","negative"
"7405","부당하거나","negative"
"7406","부당하게","negative"
"7407","부당하게 가로채어","negative"
"7408","부도덕","negative"
"7409","부러지다","negative"
"7410","부상","negative"
"7411","부서지다","negative"
"7412","부위가 아프면서","negative"
"7413","부인하다","negative"
"7414","부자연스러움","negative"
"7415","부자연스럽다","negative"
"7416","부작용","negative"
"7417","부작용이","negative"
"7418","부작용이 나타나기도","negative"
"7419","부적격","negative"
"7420","부적절하다","negative"
"7421","부정어와","negative"
"7422","부정어와 함께","negative"
"7423","부정을","negative"
"7424","부정을 나타내는","negative"
"7425","부정이나","negative"
"7426","부정이나 금지하는","negative"
"7427","부정이나 비리를","negative"
"7428","부정적","negative"
"7429","부정적 감정","negative"
"7430","부정적인","negative"
"7431","부정적인 내용이","negative"
"7432","부정적인 뜻을","negative"
"7433","부정적인 말과","negative"
"7434","부정적인 일을","negative"
"7435","부정적인 표현과","negative"
"7436","부정직","negative"
"7437","부정하거나","negative"
"7438","부정하거나 금지하려","negative"
"7439","부정하는","negative"
"7440","부정하는 뜻을","negative"
"7441","부정하는 모양을","negative"
"7442","부정하다","negative"
"7443","부정하며","negative"
"7444","부정하며 핀잔을","negative"
"7445","부정하여","negative"
"7446","부정하여 대답할","negative"
"7447","부조리","negative"
"7448","부조화","negative"
"7449","부족한","negative"
"7450","부진","negative"
"7451","부진하다","negative"
"7452","부질없다","negative"
"7453","부질없이","negative"
"7454","분간이 안 되는","negative"
"7455","분간하기 어려운","negative"
"7456","분간하기 어렵다","negative"
"7457","분개하다","negative"
"7458","분개하여","negative"
"7459","분개하여 몹시","negative"
"7460","분개할","negative"
"7461","분개할 때","negative"
"7462","분격","negative"
"7463","분격하다","negative"
"7464","분나","negative"
"7465","분나하다","negative"
"7466","분노","negative"
"7467","분노 따위의","negative"
"7468","분노나","negative"
"7469","분노나 불만","negative"
"7470","분노하다","negative"
"7471","분노함","negative"
"7472","분수 없이","negative"
"7473","분수를 모르고","negative"
"7474","분수없이","negative"
"7475","분수없이 허황한","negative"
"7476","분수에 넘치게","negative"
"7477","분수에 넘치는 짓을","negative"
"7478","분수에 맞지 아니하게","negative"
"7479","분수에 맞지 않게","negative"
"7480","분에","negative"
"7481","분에하다","negative"
"7482","분이나","negative"
"7483","분탄하다","negative"
"7484","분탕","negative"
"7485","분탕질","negative"
"7486","분통","negative"
"7487","분통스럽다","negative"
"7488","분풀이","negative"
"7489","분하거나","negative"
"7490","분하게","negative"
"7491","분하게 여겨","negative"
"7492","분하게 여김","negative"
"7493","분하고","negative"
"7494","분하고 노여운","negative"
"7495","분하고 답답하다","negative"
"7496","분하고 억울하다","negative"
"7497","분하고 억울함","negative"
"7498","분하고 원통한","negative"
"7499","분하고 화가","negative"
"7500","분하다","negative"
"7501","분하여","negative"
"7502","분하여 마음이","negative"
"7503","분한","negative"
"7504","분한 마음","negative"
"7505","분한 마음이","negative"
"7506","분한 상태이다","negative"
"7507","분한 일을","negative"
"7508","분함","negative"
"7509","분함 또는","negative"
"7510","불건전","negative"
"7511","불건전한","negative"
"7512","불결하다","negative"
"7513","불결한","negative"
"7514","불결한 성관계로","negative"
"7515","불결한 음식","negative"
"7516","불결한 음식을","negative"
"7517","불경기","negative"
"7518","불균형","negative"
"7519","불길하거나","negative"
"7520","불길하다","negative"
"7521","불길한","negative"
"7522","불길한 꿈","negative"
"7523","불끈 성을","negative"
"7524","불끈 화가","negative"
"7525","불량","negative"
"7526","불량 행위를","negative"
"7527","불량배가","negative"
"7528","불량자가","negative"
"7529","불량자가 되게","negative"
"7530","불량하다","negative"
"7531","불량한","negative"
"7532","불량한 무리들이","negative"
"7533","불량한 짓을","negative"
"7534","불량화소","negative"
"7535","불리한","negative"
"7536","불만","negative"
"7537","불만 따위를","negative"
"7538","불만감","negative"
"7539","불만스러운","negative"
"7540","불만스러운 느낌이","negative"
"7541","불만스럽거나","negative"
"7542","불만스럽게","negative"
"7543","불만스럽게 말하는","negative"
"7544","불만스럽게 말하다","negative"
"7545","불만스럽다","negative"
"7546","불만스레","negative"
"7547","불만으로","negative"
"7548","불만을","negative"
"7549","불만이","negative"
"7550","불만이 있어","negative"
"7551","불만족","negative"
"7552","불만족스러운","negative"
"7553","불만족스럽다","negative"
"7554","불만족스레","negative"
"7555","불만족하다","negative"
"7556","불만투성이","negative"
"7557","불만하다","negative"
"7558","불면증","negative"
"7559","불명예","negative"
"7560","불법","negative"
"7561","불법 체류","negative"
"7562","불법 행위","negative"
"7563","불법으로","negative"
"7564","불법으로 쳐들어가거나","negative"
"7565","불법이다","negative"
"7566","불법적으로","negative"
"7567","불법적으로 가져감으로써","negative"
"7568","불법체류","negative"
"7569","불신","negative"
"7570","불신 따위를","negative"
"7571","불신의","negative"
"7572","불쌍하게","negative"
"7573","불쌍하고","negative"
"7574","불쌍하고 가련하게","negative"
"7575","불쌍하고 가련한","negative"
"7576","불쌍하다","negative"
"7577","불쌍하여","negative"
"7578","불쌍하여 마음이","negative"
"7579","불쌍하여 슬픈","negative"
"7580","불쌍한","negative"
"7581","불쌍한 데가","negative"
"7582","불쌍한 일을","negative"
"7583","불쌍함","negative"
"7584","불쌍히","negative"
"7585","불쌍히 여기고","negative"
"7586","불쌍히 여기는","negative"
"7587","불쌍히 여긴다는","negative"
"7588","불안","negative"
"7589","불안 초조","negative"
"7590","불안감","negative"
"7591","불안스럽다","negative"
"7592","불안전성","negative"
"7593","불안정하게","negative"
"7594","불안정한","negative"
"7595","불안하게","negative"
"7596","불안하게 걷는","negative"
"7597","불안하게 걷다","negative"
"7598","불안하게 되다","negative"
"7599","불안하다","negative"
"7600","불안하여","negative"
"7601","불안하여 어찌할","negative"
"7602","불안한","negative"
"7603","불안한 마음으로","negative"
"7604","불안한 모양","negative"
"7605","불안한 상태에","negative"
"7606","불안한 증상","negative"
"7607","불안해하는","negative"
"7608","불안해하는 증상","negative"
"7609","불안히","negative"
"7610","불에 닿은","negative"
"7611","불충분","negative"
"7612","불충분하거나","negative"
"7613","불충분하다","negative"
"7614","불충분한","negative"
"7615","불치병","negative"
"7616","불쾌감","negative"
"7617","불쾌감이","negative"
"7618","불쾌감이 있으며","negative"
